Name1	Name2	corr
cláusula	pétreo	0.95323259
pétreo	cláusula	0.95323259
green_heart_e	yellow_heart_e	0.92864475
yellow_heart_e	green_heart_e	0.92864475
liberdade	expressão	0.8231995
expressão	liberdade	0.8231995
integrante	minúsculo	0.81610375
integrante	letra	0.81610375
integrante	grafia	0.81610375
integrante	digno	0.81610375
integrante	concluir	0.81610375
aberração	minúsculo	0.81610375
aberração	letra	0.81610375
aberração	grafia	0.81610375
aberração	digno	0.81610375
aberração	concluir	0.81610375
minúsculo	integrante	0.81610375
minúsculo	aberração	0.81610375
letra	integrante	0.81610375
letra	aberração	0.81610375
grafia	integrante	0.81610375
grafia	aberração	0.81610375
digno	integrante	0.81610375
digno	aberração	0.81610375
concluir	integrante	0.81610375
concluir	aberração	0.81610375
rede	social	0.76730852
social	rede	0.76730852
sparkles_e	sos_button_e	0.749519
sos_button_e	sparkles_e	0.749519
rajar	patria_h	0.749519
rajar	deus_h	0.749519
peso	medida	0.749519
patria_h	rajar	0.749519
patria_h	deus_h	0.749519
medida	peso	0.749519
fundamento	basear	0.749519
deus_h	rajar	0.749519
deus_h	patria_h	0.749519
basear	fundamento	0.749519
código	penal	0.72959371
penal	código	0.72959371
bastar	minúsculo	0.70642622
bastar	letra	0.70642622
bastar	grafia	0.70642622
bastar	digno	0.70642622
bastar	concluir	0.70642622
minúsculo	bastar	0.70642622
letra	bastar	0.70642622
grafia	bastar	0.70642622
digno	bastar	0.70642622
concluir	bastar	0.70642622
keycap_2_e	bolsonaroreeleito2_h️⃣	0.70625556
bolsonaroreeleito2_h️⃣	keycap_2_e	0.70625556
resposta	segredo	0.67522828
segredo	resposta	0.67522828
legal	devido	0.67012114
civil	marco	0.67012114
cima	sentar	0.67012114
sentar	cima	0.67012114
marco	civil	0.67012114
devido	legal	0.67012114
deusacimadetodos_h	folded_hands_light_skin_tone_e	0.66941889
folded_hands_light_skin_tone_e	deusacimadetodos_h	0.66941889
livro	minúsculo	0.66586452
livro	letra	0.66586452
livro	grafia	0.66586452
livro	digno	0.66586452
livro	concluir	0.66586452
fake	news	0.66586452
news	fake	0.66586452
minúsculo	livro	0.66586452
letra	livro	0.66586452
grafia	livro	0.66586452
digno	livro	0.66586452
concluir	livro	0.66586452
presidiário	ex	0.66570374
integrante	aberração	0.66570374
ex	presidiário	0.66570374
aberração	integrante	0.66570374
stf	minúsculo	0.63154224
stf	letra	0.63154224
stf	grafia	0.63154224
stf	digno	0.63154224
stf	concluir	0.63154224
minúsculo	stf	0.63154224
letra	stf	0.63154224
grafia	stf	0.63154224
digno	stf	0.63154224
concluir	stf	0.63154224
transparência	segredo	0.63138967
segredo	transparência	0.63138967
corda	arrebentar	0.61148843
arrebentar	corda	0.61148843
pátria	morrer	0.57801688
morrer	pátria	0.57801688
light_skin_tone_e	folded_hands_medium	0.57623838
folded_hands_medium	light_skin_tone_e	0.57623838
meio	comunicação	0.5759598
bastar	integrante	0.5759598
bastar	aberração	0.5759598
integrante	bastar	0.5759598
comunicação	meio	0.5759598
aberração	bastar	0.5759598
semideus	fundamento	0.56590075
semideus	basear	0.56590075
juiz	renunciar	0.56590075
renunciar	juiz	0.56590075
fundamento	semideus	0.56590075
basear	semideus	0.56590075
yellow_heart_e	compartilhem	0.56019009
compartilhem	yellow_heart_e	0.56019009
abuso	autoridade	0.55753544
autoridade	abuso	0.55753544
discurso	ódio	0.55713031
ódio	discurso	0.55713031
voto	auditável	0.55103187
auditável	voto	0.55103187
livro	ler	0.54275761
livro	integrante	0.54275761
livro	aberração	0.54275761
ler	livro	0.54275761
integrante	livro	0.54275761
aberração	livro	0.54275761
parlamentar	imunidade	0.54075797
imunidade	parlamentar	0.54075797
transparência	resposta	0.53284849
filho	fugir	0.53284849
resposta	transparência	0.53284849
fugir	filho	0.53284849
cabeça	ovo	0.53046542
ovo	cabeça	0.53046542
tirano	fundamento	0.52913877
tirano	basear	0.52913877
fundamento	tirano	0.52913877
basear	tirano	0.52913877
green_heart_e	compartilhem	0.52021759
compartilhem	green_heart_e	0.52021759
força	armar	0.51478049
armar	força	0.51478049
stf	integrante	0.51465595
stf	aberração	0.51465595
integrante	stf	0.51465595
aberração	stf	0.51465595
yellow_heart_e	white_heart_e	0.51125819
yellow_heart_e	blue_heart_e	0.51125819
white_heart_e	yellow_heart_e	0.51125819
blue_heart_e	yellow_heart_e	0.51125819
resolver	terminar	0.50570911
judicial	terminar	0.50570911
terminar	resolver	0.50570911
terminar	judicial	0.50570911
luta	fugir	0.50468557
fugir	luta	0.50468557
união	sucesso	0.499038
sucesso	união	0.499038
separação	gosto	0.499038
raiar	bolsonaroorgulhodobrasil_h	0.499038
produtor	carreata	0.499038
posição	independente	0.499038
legislar	errar	0.499038
independente	posição	0.499038
horizonte	bolsonaroorgulhodobrasil_h	0.499038
gosto	separação	0.499038
face_with_raised_eyebrow_e	face_screaming_in_fear_e	0.499038
face_screaming_in_fear_e	face_with_raised_eyebrow_e	0.499038
erro	cobrar	0.499038
errar	legislar	0.499038
cobrar	erro	0.499038
carreata	produtor	0.499038
bolsonaroorgulhodobrasil_h	raiar	0.499038
bolsonaroorgulhodobrasil_h	horizonte	0.499038
processo	devido	0.49867602
petista	renunciar	0.49867602
renunciar	petista	0.49867602
devido	processo	0.49867602
fato	segredo	0.49440552
segredo	fato	0.49440552
green_heart_e	white_heart_e	0.47477723
green_heart_e	blue_heart_e	0.47477723
white_heart_e	green_heart_e	0.47477723
blue_heart_e	green_heart_e	0.47477723
lembrar	cadeira	0.47289505
frente	rajar	0.47289505
frente	patria_h	0.47289505
frente	deus_h	0.47289505
canalha	bando	0.47289505
rajar	frente	0.47289505
patria_h	frente	0.47289505
deus_h	frente	0.47289505
cadeira	lembrar	0.47289505
bando	canalha	0.47289505
pena	penal	0.47278081
nojo	face_vomiting_e	0.47278081
penal	pena	0.47278081
face_vomiting_e	nojo	0.47278081
luta	filho	0.47143965
filho	luta	0.47143965
chamar	genocida	0.47078332
genocida	chamar	0.47078332
livro	bastar	0.46924578
bastar	livro	0.46924578
ato	antidemocrático	0.45668877
