df_index	no_mention
000868	Isso para o #STFOrganizacaoCriminosa é apenas liberdade de expressão... Isso é  a EXPRESSÃO DA BANDIDAGEM!!! #BolsonaroPresidenteAte2026
000869	Isso para o #STFOrganizacaoCriminosa é apenas liberdade de expressão... Isso é  a EXPRESSÃO DA BANDIDAGEM!!! #BolsonaroPresidenteAte2026 url
001560	Isso se chama liberdade de expressão, coisa que no Brasil não existe mais.  #STFVERGONHADOBRASIL
000810	Isso tambem.  Segundo o #STFOrganizacaoCriminosa é apenas liberdade de expressão. url
000491	Isso é a falsa liberdade de expressão que a esquerda prega, a deputada mais votada do país censurada a ponto de não poder criar uma conta nas redes sociais! #AlexandreDeMoraesNaCadeia #STFVergonhaNacional #intervencaoFederal
001458	Isso é inaceitável! Quem está fazendo isso é a Suprema Corte brasileira.  O PR. é um defensor da liberdade de expressão. Essas fotografias foram tiradas em manifestações de apoio ao Presidente nos últimos meses. #STFRompeuADemocracia #Bolsonaro2022 url url
000713	Isso é liberdade de expressão!   #STFVergonhaMundial #STFOrganizacaoCriminosa url
000861	Isso é liberdade de expressão, q só vale pra eles! #LulaLadrao #STFOrganizacaoCriminosa #BolsonaroReeleito2022
000449	Isso é mais um sinal do desespero da esquerda. Acho que a censura vai piorar e a “Gestapo” vai intensificar a repressão ao povo que exerce sua liberdade de expressão. Nós não podemos parar! #AlexandreDeMoraesNaCadeia
000973	Isso é um ABSURDO!  #STFOrganizacaoCriminosa  #liberdadeparadanielsilveira url
001364	Isso é um absurdo!! #LiberdadeParaRobertoJefferson  Ele está preso sem ter cometido crime nenhum!! #STFRompeuADemocracia url
001945	Isso é um total absurdo, isso vai ficar assim? Ninguém vai fazer nada?  Onde está a liberdade de expressão? A constituição e seus dizeres ficam onde? O povo exige uma resposta urgente.... #TSEVergonhaNacional url
001659	Isto aqui foi para quem mesmo? É liberdade de expressão que chama? A lei vale para todos? O Randolfe é agente do Ministério Público ? O Brasil já é uma #Ditadura? #STFVergonhaNacional #STFVergonhaMundial url
001663	Isto não é crime, segundo o #STFVergonhaMundial. Agora, falar o que quiser, liberdade de expressão, em grupinho de zapzap é crime com pf às 6 da matina na porta. #CensuraNão url
001883	Itererêêêê….. tá chegando a hora da verdade…. E ela que nos libertará de todo mal que estava por vir…. #BrasilAcimaDeTudoDeusAcimaDeTodos #INTERVENCAOFEDERALJA #CensuraNao #TSEvergonhanacional #LiberdadeDeExpressao url
001253	JAMAIS SERÁ VERMELHA!! #Dia7VaiserGigante #liberdade #STFRompeuADemocracia #STFcrashedDemocracyInBrazil url
001768	JOÃO DE DEUS, UM CRÁPULA, CURTINDO UMA CONFORTÁVEL 'PRISÃO DOMICILIAR'.   ENQUANTO ISSO, ROBERTO JEFFERSON, POR EXERCER A SUA LIBERDADE DE EXPRESSÃO, NO CALOR DO COMPLEXO DE BANGU. #STFVergonhaMundial
000769	Ja que tá liberado o ladrão chamar BOLSONARO de genocida, então #stforganizacaocriminosa tbm tá valendo, é liberdade de expressão.
000050	Jamais desistirmos do Brasil!! Valerá a pena!!💣⛓🔥🔥🪖🇧🇷🛐 #Supremoeopovo #comunismojamais #CensuraNao  #LiberdadeSim url
001061	Jamais o peso de uma caneta será mais forte que a VOZ de um Povo 🇧🇷  #intervencaoFederal #Brasil #liberdade #sensuranao #STFRompeuaDemocracia url
001613	Judiciário desse pais nunca foi tão vergonho quanto agora, decisões totalmente feitas por simplesmente não aceitar liberdade de expressão.  #STFVergonhaMundial #Censura
000929	Juiz pode ser juiz sem concurso público? #STFRompeuADemocracia #STFOrganizacaoCriminosa #STFVergonhaNacional #Liberdade #Dia07VaiSerGIGANTESCO #Dia07EuVou
001292	Juntos somos mais fortes  Não deixe que tirem sua liberdade.  Ditadura jamais.  O povo é Supremo.  #Dia07EuVou  #STFVergonhaNacional  #STFRompeuADemocracia  #liberdadedeexpressão  #Dia7VaiSerGIGANTESCO url
001423	Jura que ele falou isso? Está admitindo que são um ninho de cobra e das mais venenosas. Daquelas cobras que quase não tem antídoto, mas nós temos. Dia 07/09/2021 nas ruas #LiberdadeJá #STFRompeuADemocracia
000928	JÁ POSSO COMEMORAR A BAIXA NA CARTEIRA DE 09 DOS ATUAIS 10 SUPREMOS??? #STFOrganizacaoCriminosa  #Dia07VaiSerGIGANTESCO  #LiberdadeDeExpressao url
001617	Já está virando uma vergonha esse STF E TSE  Censurando todos que criticam o sistema! Aonde estar a liberdade de expressão ?  #censuranao #STFVergonhaMundial
000894	"Já foi liberado, pois tinha um argumento forte que só pode ser usado pela ""esquerdalha"", a famosa ""Liberdade de Expressão"". #STFOrganizacaoCriminosa"
000315	Já passou da hora de botar fogo no playground e expulsar do parquinho os bandidos apátridas comunistas.  Cadê o decreto do artigo constitucional 142?  O presidente falava sério ou apenas ameaça e era bravata?  #artigo142urgente   #LiberdadeOuMorte   #SupremoÉOPovo
001443	Já passou da hora de vocês terem atitudes para defender a liberdade do povo e exigirem que a Constituição seja respeitada! #SenadoDaVergonha #LiberdadeDeExpressao  #STFRompeuADemocracia #RespeitemaConstituicao #ImpeachmentAlexandreDeMoraes
000775	Já podemos falar, com liberdade de expressão, que o STF é uma organização criminosa? #STFOrganizacaoCriminosa O GM tem esposa trab para o STF e é envolvido com o Rei do Ônibus no RJ. O imperador cabeça de ovo também tem esposa trab no STF. Todos com patrimônio incompatível.
001335	Já que a dicção do vigarista é péssima segue um vídeo com legenda.  Censura NÃO!   #STFRompeuADemocracia #liberdadedeopiniao  #PTNuncaMais #Dia07VaiSerGIGANTE url
000901	"Já que pedir o fechamento da PGR não constitui ato antidemocrático, reforço, novamente e mais uma vez, a necessidade da dissolução urgente do #STFOrganizaçãoCriminosa, devido á sua atual configuração, com 10 $ini$tro$ que deixaram de ser ""guardiões"" da CF. Liberdade de expressão! url"
001573	Já que soltaram o Barrabás soltem também o Renanzinho da Penha... #LiberdadeDjRennanDaPenha  #STFVergonhadoBrasil
000148	Já raiou a liberdade No horizonte do Brasil!!#BolsonaroAte2026 #LiberdadeDeExpressao #SupremoEoPovo #EuAutorizoPresidenteBolsonaro #BolsonaroOrgulhoDoBrasil url
000147	Já raiou a liberdade No horizonte do Brasil!!#EuAutorizoPresidenteBolsonaro #BolsonaroAte2026 #LiberdadeDeExpressao #SupremoEoPovo url
000149	Já raiou a liberdade No horizonte do Brasil!!#LiberdadeDeExpressao #EuAutorizoPresidenteBolsonaro #BolsonaroAte2026 #democracia #SupremoEoPovo #BolsonaroOrgulhoDoBrasil url
000180	Já raiou a liberdade no horizonte do Brasil!  #7deSetPelaLiberdade  #liberdade #SupremoEoPovo #Dia7VaiSerGIGANTESCO url
000268	Já votei no senador para PR. Eu queria que o sen me respondesse: O Sr. aprova as últimas ações do no que diz respeito a Lula, Sérgio Moro e Liberdade de expressão?  #Dia7VaiSerGIGANTESCO #Dia07VaiSerGIGANTE  #Dia7VaiserGigante #SupremoÉOPovo
001723	KD os senadores pra colocar esse cara pra fora, impeachment do Xande é urgente, liberdade de expressão é cláusula pétrea da constituição, vergonhoso #STFVergonhaMundial
001747	KKKKKK. Liberdade de expressão desde que não chamem os corruptos do STF de CORRUPTOS. Vcs são canalhas, vcs propagam a ditadura da mordaça contra o cidadão de bem, lamentávelmente vcs se prestam ao trabalho de defender bandidos, vcs são uma vergonha...  #STFVergonhaMundial
000495	Kd a liberdade de expressão, kd nosso lugar de fala? Agora é assim? #CensuraNao #censura #AlexandreDeMoraesNaCadeia #LulaLadrao #LulaVergonhaNacional #TSEOrganizacaoCriminosa url
000498	Kd a liberdade de expressão?? #ALEXANDREDEMORAESNACADEIA url
001965	Kd o TSE ???? Trabalha só para a esquerda, retirando anúncios verdadeiro, mexendo na liberdade de expressão do brasileiros, retirando bandeiras???? #TSEVergonhaNacional #TSEcontrolado #tseedopt #TSE #AcordaBrasil url
001509	Kdê a Carata da Barbara ??!!! Liberdade de Expressão ameaçada todo dia, Brasil te levanta!!! 🇧🇷🇧🇷🇧🇷 #EuApoioTeAtualizei  #STFRompeuADemocracia  #TeLevantaBrasil url
001233	Kkkkkkkkk Inveja é uma merd@ kkkkkkk 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 O POVO é Bolsonaro,  SUPREMO É O POVO. #Liberdade #Dia07EstaGIGANTE #ForaComunismo #STFRompeuADemocracia #blumenaupelaliberdade
001166	LIBERDADE DE EXPRESSÃO GARANTIDA PELA CONSTITUIÇÃO, coisa que o “tiozão” desconhece pelo visto #STFRompeuADemocracia
001522	LIBERDADE DE EXPRESSÃO SEMPRE ! Os militantes ministros do STF só não admitem as críticas qdo eles são os alvos! Qdo o desrespeito atinge nosso PRESIDENTE DA REPÚBLICA ,, eles ficam CALADOS e, inclusive, o atacam também! Esse é um DITADOR! #STFVergonha
000847	LIBERDADE DE EXPRESSÃO!🇧🇷 Parabéns, Presidente ! #SomosTodosDanielSilveira  #STFOrganizacaoCriminosa url
000620	LIBERDADE DE EXPRESSÃO, JÁ! Ainda não vi esse #cabeçadepiroca prender ninguém que ofende a honra, a moral e a família do Presidente da República. A resistência é somente contra um lado e isso é mal! Pense que a liberdade de todos pode estar em perigo, pense nisso.
001173	LIBERDADE DE OPINIÃO é um dos bens sagrados previstos em nossa Constituição. Além do STF, a imprensa marrom também é contra a livre expressão dos brasileiros e contra a democracia soberana de um povo. #CNNLixo #GloboLixo #STFRompeuADemocracia
001057	LIBERDADE... Eis a questão!  O povão (pessoas mais simples) ainda não entendeu o que está em jogo!  Acorda BRASIL!  #LiberdadeDeExpressao  #CensuraNao  #ForaLula #ForaPT  #STFRompeuADemocracia  #LulaLadrão
001056	LIBERDADE... Eis a questão!  O povão (pessoas mais simples) ainda não entendeu o que está em jogo!  Acorda BRASIL!  #LiberdadeDeExpressao  #CensuraNao  #ForaLula #ForaPT  #STFRompeuADemocracia  #LulaLadrão url
000318	LUTE PELA LIBERDADE DA SUA GERAÇÃO NA AVENIDA PAULISTA DIA 01.05.2021 #PIVACONSERVADOR #PIVAPATRIOTA #DIREITA #ESQUERDA #BRASIL #SÃOPAULO #EVENTODEMOCRATICONACIONAL #BOLSONARO #SUPREMOEOPOVO #AVENIDAPAULISTA #JAIRBOLSONARO #FIESP #LIBERDADE #FAMILIA url
001043	Lamentável 😕 #LiberdadeDeExpressao #CensuraNao #ComunismoNAO #STFRompeuADemocracia url
001910	Lamentável!!!  #LiberdadeDeExpressao  #TSEVergonhaNacional
000670	Larga mão de ser safado kra.... Esta sentado em cima do pedido de impeachment do STF, esses desmandos contra a liberdade de expressão..... corja lixo.... #STFVergonhaNacional  #STFInimigoDoBrasil  #AlcolumbreDetenhaOSTF  #STFLixo #STFlixonacional url
001164	Lavem muito a boca para falar em justiça   Cometeram um verdadeiro atentado à liberdade de expressão   Supremo dá NOJO! #STFRompeuADemocracia
000992	Lembrando que a liberdade de imprensa do deixou Oswaldo Eustáquio numa cadeira de rodas.   #STFOrganizacaoCriminosa
000996	Lembrando que a liberdade de imprensa do deixou Oswaldo Eustáquio numa cadeira de rodas.  #STFOrganizacaoCriminosa
001638	Liberdade De Expressão e Poder Criticar Ou Até  Chingar o  Presidente  + Tente Fazer o Mesmo Com Aquele  Careca Do STF #Eleicao2022 #DitaduraNoBrasil #JovemPanLivre #DitaduraDaToga #STFVergonhaMundial
000920	Liberdade a Daniel Silveira #DanielSilveiraLivre #LiberdadeDanielSilveira #STFOrganizacaoCriminosa url
001610	Liberdade acima de tudo ... que a verdade apareça e prevaleça ... #CensuraNão #LIBERDADE #STFVergonhaMundial url
000245	Liberdade de Expressão #ForaCorno careca  Brasília Viva o Brasil JÁ COMEÇOU #7DeSetembro #SupremoÉOPovo Polícia ta com o povo, família Deus e Pátria  #STFOrganizacaoCriminosa  #BolsonaroReeleito2022 url
001604	Liberdade de expressar... #STFVergonhaMundial url
001407	Liberdade de expressão ameaçada?🤐 #STFRompeuADemocracia url url
000987	Liberdade de expressão apoiada e protegida pelo contra pode tudo. Mas se fosse contra algum membro do STF o imperador já teria enviado a #STFOrganizacaoCriminosa
001300	Liberdade de expressão apoiada pelo Sendo contra pode . Agora imagina fazer isto citando um membro do STF em menos de 1 hora envia a para te prender #STFRompeuADemocracia url
001782	Liberdade de expressão até a segunda página no caso do STF. Um Supremo que tem agredido a CF várias vezes não merece respeito. #PachecoAcabeComOCirco #STFVergonhaMundial
001373	Liberdade de expressão e livre pensamento não se ganha, se toma!  #STFcrashedDemocracyInBrazil  #STFRompeuADemocracia
000820	Liberdade de expressão inclui ela poder falar bosta e também inclui quem se sentir ofendido de questionar, receba!!! #PaolaCarosellavoltapraArgentina  #FechadoComBolsonaro  #Luladrão #STFOrganizacaoCriminosa
001497	Liberdade de expressão já!#STFRompeuADemocracia
000836	Liberdade de expressão não é crime  #STFOrganizacaoCriminosa url
000837	Liberdade de expressão não é crime !!  #STFOrganizacaoCriminosa  #BolsonaroReeleitoEm2022 url
002010	Liberdade de expressão não é propagar discurso de ódio, avisa Alexandre de Moraes. #xandao
000773	Liberdade de expressão para à esquerda e censura para a direita esse é o #STFOrganizacaoCriminosa
001144	Liberdade de expressão que chama né??!! #STFNãoMeRepresenta #STFVergonhaNacional #STFRompeuADemocracia url
001667	Liberdade de expressão que só a canhota tem  #STFVergonhaMundial
001725	Liberdade de expressão somente para os togados, meu Brasil está virando uma Cuba com essa ditadura do judiciário, que vergonha do meu amado país, sinto muito por tds vcs que estão passando por isso 🙇🏼🙇🏼  #STFVergonhaMundial 🤬🤬🤬
001016	Liberdade de expressão só para ladrão corrupto!!! #STFRompeuADemocracia
000856	Liberdade de expressão só para os Ministros do STF. Para o povo, se contente com o que vocês querem ouvir #STFOrganizacaoCriminosa
001455	Liberdade de expressão só para vc e os seus, né? #Dia07VaiSerGIGANTE #STFRompeuADemocracia #robertojeffersonlivre ?
001539	Liberdade de expressão só pra amigo do STF e parlamento, para o resto cpmi da censura processo de censura no STF. Vcs são patéticos, ninguém mais do que os que se arvoram em defensores da vrdde disseminaram fake News como Bolsonaro torturador, impulsionamento zap etc.#STFVergonha
001653	Liberdade de expressão só vale para os coleguinhas aqui na República Democrática do Supremoquirdistão. #STFVergonhaMundial
001963	Liberdade de expressão violada pelo TSE, vergonha nacional.  #TSEVergonhaNacional  #TSEDitador #TSETirano url
001517	Liberdade de expressão é apanágio da natureza racional do indivíduo e é o direito de qualquer um manifestar, livremente, opiniões, ideias e pensamentos pessoais sem medo de retaliação ou censura por parte do governo ou de outros membros da sociedade. #STFVergonha
001654	Liberdade de expressão é o que vossas senhorial querem que seja não é  mesmo! Pois a minha liberdade é dizer vocês fazem mal para o povo de bem. #stfcasadamaejoana #STFVergonhaMundial
001204	Liberdade de expressão é outro direito garantido pela Constituição e o ministro Alexandre do Stf não tem obedecido. #STFRompeuADemocracia
001053	Liberdade de expressão é poder falar o que bem entender, sem julgamento de opiniões. Afinal, STF não é Deus. São só um bando de corruptos. #ImpeachmentDoLula #ImpeachmentAlexandreDeMoraes #impeachmentdopacheco #STFRompeuADemocracia
001671	Liberdade de expressão é quando parte da esquerda e ataque a democracia é da direita, #STFVergonhaNacional #STFVergonhaMundial
000854	Liberdade de expressão é tudo que é CONTRA o viés ideológico protegido e BLINDADO pela Suprema corte de ministros de bunda suja #STFOrganizacaoCriminosa
001630	Liberdade de expressão!  #STFVergonhaMundial url
000884	Liberdade de expressão! Mas e o #STFOrganizacaoCriminosa url
000125	Liberdade de expressão!!! ,🇧🇷🇧🇷🇧🇷🇧🇷 Lembrando que #supremoéopovo  é o povo!
000186	Liberdade de expressão!!! Deixa eu falar Filha da #@$&amp;¥!!!! #SupremoEoPovo #STFRompeuADemocracia #STFVergonhaNacional url
000624	Liberdade de expressão, contra o pode, contra o #cabecadepiroca não pode!
001002	Liberdade de expressão, desde que a liberdade de expressão seja a mesma que a minha. #hipocritas #STFVERGONHADOBRASIL #STFRompeuADemocracia #STF url
001745	Liberdade de expressão: #STFVergonhaMundial
000979	Liberdade de expressão? O imperador mandou prender o jornalista violando a constituição. Vc são um bando de canalhas defensores de bandidos e corruptos #STFOrganizacaoCriminosa #VotoImpressoAuditavelJa
001918	Liberdade de expressão… isso sim é o que eu quero!  #TSEVergonhaNacional
001675	Liberdade de imprensa com representantes do STF: piada pronta, avisa lá!!! #STFVergonhaNacional  #STFVergonhaMundial
002067	Liberdade não se ganha, se toma! #DigoNãoAoComunismo #Brasil  #EmDefesaDaPatria #LiberdadeNaoSeGanhaSeToma #FimDoSTF #Artigo142Já #Artigo142  #ForaLula #LulaTemQueSerPreso #ZeDirceuNaCadeia #XandãoNaCadeia #SOSBrasil url
002066	Liberdade não se ganha, se toma! Intervenção Federal já!🇧🇷 #DigoNãoAoComunismo #Brasil  #EmDefesaDaPatria #LiberdadeNaoSeGanhaSeToma #IntervençãoFederalJá #FimDoSTF #ForaLula #LulaTemQueSerPreso #ZeDirceuNaCadeia #XandãoNaCadeia #SOSBrasil url
