t000000|c:ceifar constituição cuspir direito meliante pisar rasgado toga twitterhandle 
t000070|c:twitterhandle 
t000071|c:twitterhandle 
t000072|c:censuranão_h url 
t000073|c:fraude twitterhandle 
t000074|c:povo recuar twitterhandle 
t000075|c:escolher liberdade luta povo soberano ter twitterhandle 
t000076|c:atitude mover obrigar povo resolver ter tomar twitterhandle 
t000077|c:quantum sujeira twitterhandle 
t000078|c:blá concordar resto twitterhandle 
t000079|c:abuso acionar backhand_index_pointing_down_light_skin_tone_e deputado garantir ministro movie_camera_e noite país poder police_car_light_e twitterhandle urgente url 
t000080|c:brazilwasstolen_h povo supremo url 
t000081|c:aparecer atingir bloquear continuar deixar dia face_with_rolling_eyes_e limite motivo msg pessoal seguir supremoeopovo_h url volta último 
t000082|c:brasileiro expressão flag_brazil_e importante lei liberdade mordaça motivo oprimir oq perder rua sair simples sistema sosbrasil_h ter url ver viver 
t000083|c:assassinar brasileiro cidadania cidadão constituição democracia democrático direito exercer expressão forma golpe grande hashtag história liberdade lutopelobrasil_h povo sofrer 
t000084|c:chorar decisão haver homem menino momento sosffaa_h tomar url 
t000085|c:acampar comunista gente lulafora_h nação preciso rampa subir url 
t000086|c:céu estar pai supremoeopovo_h url 
t000087|c:censuranao_h url 
t000088|c:supremoeopovo_h url 
t000089|c:fim semana twitterhandle ver 
t000090|c:agonizar atitude barata caminho censura cerco certeza certo conta cutucamos dar derrubar fechar grande liberdadedeexpressao_h movimento revolta supremo vespeiro 
t000091|c:bandeira liberdade_h url vermelho 
t000092|c:clamar comunismo foralula_h libertad nuestra puerta url 
t000093|c:brasil_h constar esperar gravar imagem militar relatório url 
t000094|c:brazil_h criança liberdade país povo url 
t000095|c:causar conduzir eleiçõurltem haver liberdade_h maneira pagar povo resultado salário supremo url 
t000096|c:eleger entender funcionário líder povo prol twitterhandle 
t000097|c:emanar liberdade_h poder povo url 
t000098|c:ação chamar dizer escolha fazer filha gerar imprensa liberdade mesmo ministra nome ofensor parcial presidente querer revolta twitterhandle 
t000099|c:nossabandeirajamaisseravermelha_h url 
t000100|c:ataque chamar colega criticar deus esquerdo expressão instituição lado liberdade nazista ousar pq presidente supremo supremoeopovo_h twitterhandle url 
t000101|c:expressão liberdade_h opinião supremoeopovo_h url 
t000102|c:expressão importante liberdade vida 
t000103|c:twitterhandle 
t000104|c:nossabandeirajamaisseravermelha_h tupiniquim url venezualização 
t000105|c:decisão ministro twitterhandle unificado url 
t000106|c:autoritarismo brasileiro ceder constituição eleição excelência exigir expressão federal irar liberdade ministro nação obediência patriota poder povo supremo supremoéopovo_h transparência url verdadeiro vossas 
t000107|c:calar colega constituição democrático expressão infeliz liberdade mínimo opinião país rasgar tentar toga twitterhandle vergonha 
t000108|c:congressonacionalcovarde_h flag_brazil_e povo raising_hands_e thumbs_up_e twitterhandle 
t000109|c:atualizar carniça clown_face_e comparecer dar face_with_tears_of_joy_e implorar mortadelas nível showmício sucesso twitterhandle url vergonha votoimpresso_h 
t000110|c:brasileiro capixaba defesa dia família liberdade povo pátria rua sair supremoeopovo_h tirania url 
t000111|c:atualizar carniça clown_face_e comparecer dar face_with_tears_of_joy_e implorar mortadelas nível showmício sucesso twitterhandle url vergonha votoimpresso_h 
t000112|c:compartilhem flag_brazil_e green_heart_e milhão paulista url yellow_heart_e 
t000113|c:compartilhem flag_brazil_e green_heart_e url yellow_heart_e 
t000114|c:acompanhar compartilhem dark_skin_tone_e flag_brazil_e green_heart_e manifestação real seguir statue_of_liberty_e tempo thumbs_up_medium url yellow_heart_e 
t000115|c:compartilhem flag_brazil_e green_heart_e url yellow_heart_e 
t000116|c:compartilhem dark_skin_tone_e flag_brazil_e green_heart_e seguir statue_of_liberty_e thumbs_up_medium url yellow_heart_e 
t000117|c:amigo brazil_h chegar estar flag_brazil_e flexed_biceps_e presidente url 
t000118|c:bolsonaro2022_h nação reconstruir trabalho url 
t000119|c:comunismoaquinão_h flag_brazil_e url 
t000120|c:caminho compartilhem flag_brazil_e green_heart_e histórico keycap_0_e keycap_1_e keycap_2_e keycap_5_e paulista url yellow_heart_e 
t000121|c:dia flag_brazil_e impeachmentjá_h ir rua 
t000122|c:flag_brazil_e interessar membro mesmo right_arrow_e supremoéopovo_h url 

t000124|c:cu fechadocombolsonaro_h meritissímo opinião ter url 
t000125|c:expressão flag_brazil_e lembrar liberdade povo twitterhandle 


t000128|c:concursado liberdadedeopiniao_h twitterhandle url 
t000129|c:brincar cambar colocar culpa dia7foigigante_h nação político povo presidente senado url 
t000130|c:flag_brazil_e impeachmentbolsonarojá_h url 
t000131|c:abuso alimentar corte decisão dizer expressão fechar haver inconstitucional liberdade narrativo pedir povo twitterhandle 
t000132|c:abuso alimentar corte decisão dizer expressão fechar haver inconstitucional liberdade narrativo pedir povo qm twitterhandle 
t000133|c:acordo atual corte definir desrespeitar desrespeitoso expressar expressão forma formação ignorar liberdade ministro opinião popular querer repetir twitterhandle vontade 
t000134|c:deusacimadetodos_h flag_brazil_e url 
t000135|c:deusacimadetodos_h flag_brazil_e url 
t000136|c:brasileiro supremoéopovo_h url 
t000137|c:deusacimadetodos_h flag_brazil_e url 
t000138|c:parar porra precisar twitterhandle 
t000139|c:supremoeopovo_h url 
t000140|c:backhand_index_pointing_right_e bolsonaroorgulhodobrasil_h bom dia flag_brazil_e folded_hands_e jeito mudança patriota smiling_face_with_sunglasses_e ter url ver 
t000141|c:deus_h dia flag_brazil_e setembro ter url victory_hand_e 
t000142|c:democracia_h entender parecer recado url 

t000144|c:achar alheio democrático manifestação manter menos opinião respeito 
t000145|c:cela conseguir galera todo twitterhandle url votoimpressoauditavelcomcontagempublica_h 
t000146|c:bolsonaro2022_h manifestar url vontade 
t000147|c:horizonte liberdade raiar supremoeopovo_h twitterhandle url 
t000148|c:bolsonaroorgulhodobrasil_h horizonte liberdade raiar twitterhandle url 
t000149|c:bolsonaroorgulhodobrasil_h horizonte liberdade raiar twitterhandle url 
t000150|c:antidemocrático backhand_index_pointing_right_light_skin_tone_e democracia= exercer fala fazer flag_brazil_e governo maioria movimento povo respeitar smiling_face_with_sunglasses_e soberania vontade 
t000151|c:filho flag_brazil_e fugir luta supremoeopovo_h url ver 
t000152|c:democracia expressão liberdade restabelecimento url 
t000153|c:flag_brazil_e gigante grande manifestação participar paulista url 
t000154|c:dia ficar flag_brazil_e história país 
t000155|c:euautorizopresidente_h url 
t000156|c:legal liberdade_h pertinho twitterhandle url ver 
t000157|c:lindo povo supremoéopovo_h url 
t000158|c:comunista url 
t000159|c:supremoeopovo_h url 
t000160|c:povo supremoéopovo_h url 
t000161|c:liberdade_h lotar setembro twitterhandle url 
t000162|c:liberdade_h url 
t000163|c:deusacimadetodos_h flag_brazil_e folded_hands_light_skin_tone_e gigante liberdade povo supremo url 
t000164|c:avpaulista_h liberdade url 
t000165|c:flag_brazil_e liberdade_h lindo url 
t000166|c:natalrn_h url 
t000167|c:carreata chapada comerciante goiás_h população produtor prol rural sair setembro url 
t000168|c:dark_skin_tone_e dia ficar flag_brazil_e história moraescabeçadeovo_h oncoming_fist_medium país url 
t000169|c:brasil_h carreata chapada comerciante população produtor prol realizar rural setembro url 
t000170|c:twitterhandle 
t000171|c:flag_brazil_e liberdade paulista_h povo url 
t000172|c:convocar democrático estabilidade feira flag_brazil_e instituição presidente quarta questão relevante reunião url 
t000173|c:condizer defesa dia dizer ideologia julgamento pensamento prender twitterhandle 
t000174|c:democracia expressão flag_brazil_e haver liberdade lutar muriaé país termos url vóz 
t000175|c:brasileiro choro dinheiro levar livre luta número público rua twitterhandle órfão 
t000176|c:twitterhandle 
t000177|c:apresentador bom caro casa dia economia fazer ficar fofoca gente hipocrisia imparcial informação papinho parar passar saber trabalhar twitterhandle ver vir 
t000178|c:liberdade_h url 
t000179|c:liberdade_h url 
t000180|c:dia7vaisergigantesco_h horizonte liberdade raiar url 
t000181|c:ditadura esquerda expressão flag_brazil_e flexed_biceps_light_skin_tone_e liberdade povo twitterhandle 
t000182|c:liberdadedeexpressao_h twitterhandle url 
t000183|c:abrir apoio brasileiro claro flag_brazil_e gesto handshake_e liberdade light_skin_tone_e mão povo presidente supremoéopovo_h url 
t000184|c:liberdade_h url 
t000185|c:liberdade_h url 
t000186|c:deixar expressão falar filha liberdade stfvergonhanacional_h url 
t000187|c:liberdade_h setembro url 
t000188|c:brasilia_h url 
t000189|c:auditável brasilia_h caminhoneiro enganar imprimir merdinha url votar voto 
t000190|c:liberdade_h url 
t000191|c:obrasilénosso_h url 
t000192|c:antidemocrático bandido emissora falir mentiroso montar produtor twitterhandle 
t000193|c:brasilia_h globolixo_h url 
t000194|c:dizer falar né ouvir pagar ser twitterhandle 
t000195|c:achar antifascista brochinho che contar guevara produtor twitterhandle 
t000196|c:expressão liberdade supremoeopovo_h twitterhandle 
t000197|c:green_heart_e grito twitterhandle yellow_heart_e 
t000198|c:bloquear independência liberdade lutar ter twitter 
t000199|c:grito twitterhandle 
t000200|c:globolixo_h jornalismo mentira 
t000201|c:flag_brazil_e gigante green_heart_e yellow_heart_e 
t000202|c:dia07vaisergigantesco_h liberdade url 
t000203|c:caminho flag_brazil_e heart_suit_e ir momento twitterhandle 
t000204|c:abençõe lindo twitterhandle 
t000205|c:campesino ciar coisa democracia ditadura geração liberdade luta mentiroso novo proletariado querer seram tipo twitterhandle vencer 
t000206|c:família liberdade url 
t000207|c:abrir bom coração direita entendimento expressão flag_brazil_e folded_hands_medium heart_suit_e justiça liberdade light_skin_tone_e olho querer raising_hands_medium respeito twitterhandle 
t000208|c:bolsonaro_h url 
t000209|c:bom lado liberdade_h lutar url 
t000210|c:amar causa dia dor fervor green_heart_e grito guerra hashtag liberdade lutar paz pátria querer supremoeopovo_h temor ultrajar yellow_heart_e 
t000211|c:direita esmagador expressão face_with_tears_of_joy_e flag_brazil_e gente governo heart_suit_e justiça liberdade maioria patriota pró quantum querer respeito saber twitterhandle ânimo 
t000212|c:chegar democracia ditadura expressão flag_brazil_e impeachmentalexandredemoraes_h liberdade lutar oncoming_fist_e patriota toga url 
t000213|c:supremoeopovo_h url 

t000215|c:freedom liberdade libertad libertà lottiamo luchamos lutar 
t000216|c:direita esmagador expressão flag_brazil_e governo heart_suit_e justiça liberdade maioria patriota pró querer respeito saber ter twitterhandle 
t000217|c:denunciar expressao twitterhandle 
t000218|c:ditadura expressão flag_brazil_e judiciário saneamentodasinstituicoes_h url 
t000219|c:abençoar acordar casa economia falar família ficar flag_brazil_e fé gente liberdade povo raising_hands_e vcs ver 
t000220|c:abençoar acordar casa claro esquecer família ficar flag_brazil_e fé liberdade mandar né povo raising_hands_e twitterhandle vcs 
t000221|c:enorme fortaleza libertar nação supremoéopovo_h 
t000222|c:começar fredoom freedomofspeech_h url 
t000223|c:falar idolatrar liberdade pátrio setembro supremoéanossaliberdade_h url 

t000225|c:admitir bom cara caso convir gastar impressionante inveja lutar país pessoa trabalhar twitterhandle 
t000226|c:bandeira dia07vaisergigantesco_h expressao família independência liberdade matéria patriota rua tendencioso twitterhandle url valmos valorizar 
t000227|c:flag_brazil_e lutar país supremoeopovo_h 
t000228|c:independência liberdadeparaopovopreto_h proclamar setembro url 
t000229|c:twitterhandle 
t000230|c:expressão filho fugir justo legislador lei liberdade luta ministro político povo preso supremo supremoeopovo_h twitterhandle url ver 
t000231|c:supremoéopovo_h url 
t000232|c:twitterhandle 
t000233|c:twitterhandle 
t000234|c:acordado apreensivo chuva dia independência santo sonhar 
t000235|c:colocar desrespeitar direita esquerdista expressão flag_brazil_e fogo heart_suit_e igreja justiça liberdade né quebrar querer respeito twitterhandle 

t000237|c:comunista estar fechar livrar povo querer trabalhador twitterhandle 
t000238|c:brasileiro colocar direita esquerdista expressão flag_brazil_e fogo heart_suit_e justiça liberdade né povo quebrar querer respeito twitterhandle 
t000239|c:dia downwards_button_e independência liberdade novo papo participar perder pouting_face_e precioso setembro sério thumbs_up_e url 
t000240|c:liberdadedeexpressao_h twitterhandle 
t000241|c:cego contentar distorcer escrúpulo limite mentira militância notícia pequeno publicar twitterhandle vergonha 
t000242|c:acordar amarelo animar cambar criar descobrir ditador força madrugada pagar povo reclamar salário ter téurl url verde 
t000243|c:brasil_h twitterhandle url viver 
t000244|c:cruzada flag_brazil_e patriótico supremoéopovo_h url 
t000245|c:bolsonaroreeleito2022_h careca começar expressão família foracorno_h liberdade povo pátria ta url 
t000246|c:anonimato artigo consagrar dispor liberdade livre manifestação pensamento vedar 
t000247|c:ansioso brasileiro dormir histórico kkkk 
t000248|c:bom compromisso dia7vaisergigantesco_h dormir hora luta ter url viagem 
t000249|c:libertad_h url 
t000250|c:direito expressão liberdade rua 
t000251|c:arar crowd flag_brazil_e just mainstream media robots supremoéopovo_h this transformers trucks url 
t000252|c:bom começar independente opinar posição ver 

t000254|c:liberdade_h url 
t000255|c:bom estar flag_brazil_e rua 
t000256|c:entrar explanar invadir legitimar ministério povo propriedade prédio público rua twitterhandle 
t000257|c:supremoéopovo_h url 
t000258|c:dia07euvou_h url 
t000259|c:dar deusacimadetodos_h flag_brazil_e folded_hands_light_skin_tone_e grito ir liberdade luta url 
t000260|c:capitão contigo família liberdade supremoéopovo_h twitterhandle unir url 
t000261|c:liberdade_h url 
t000262|c:liberdadedeexpressao_h url 
t000263|c:expressão flag_brazil_e liberdade twitterhandle 
t000264|c:expressão flag_brazil_e liberdade twitterhandle 
t000265|c:liberdade_h url 
t000266|c:corrupto defender futoro governo liberdade nação político povo pátria ter vergonha 
t000267|c:liberdade supremoeopovo_h url 
t000268|c:aprovar ação dizer expressão querer respeito responder sen senador twitterhandle votar último 
t000269|c:ditador liberdade_h url 
t000270|c:liberdade_h url 
t000271|c:ausente brasileiro caso denunciar deus expressão faltar liberdade ministro misterioso onipotência onipresente semideus tornar valer 
t000272|c:deusacimadetodos_h flag_brazil_e folded_hands_light_skin_tone_e url 
t000273|c:bar comentar concerteza falar família liberdade_h povo reunião salão twitterhandle url 
t000274|c:ausente brasileiro caso denunciar deus expressão faltar liberdade ministro misterioso onipotência onipresente semideus tornar valer 
t000275|c:arbitrariedade covarde esquecer expressão ficar história liberdade povo relação silêncio supremoéopovo_h url vir 
t000276|c:bom casa dia família ficar fim manifestar manifestação pátria 
t000277|c:deusacimadetodos_h flag_brazil_e folded_hands_light_skin_tone_e url 
t000278|c:deusacimadetodos_h flag_brazil_e ser url 
t000279|c:deusacimadetodos_h flag_brazil_e folded_hands_light_skin_tone_e mandar monge oração presidente recado redentorista twitterhandle url 
t000280|c:esquerda liberdade_h url 
t000281|c:dia7vaisergigante_h flag_brazil_e right_arrow_e url 
t000282|c:apoio contar dia pedir supremoéopovo_h trovão url 
t000283|c:nossapatria_h url 

t000285|c:ataque ato cair ficha frontal integrante liberdade_h perceber twitterhandle url 
t000286|c:agressão brasileiro covarde imprensa liberdade opinião povo tolerar twitterhandle 
t000287|c:deusacimadetodos_h flag_brazil_e folded_hands_light_skin_tone_e presidente twitterhandle url 
t000288|c:supremoéopovo_h twitterhandle url 
t000289|c:bom combate comentar comentário ficar firme lutar pelejará seguir url valer 
t000290|c:cbi iniciativa liberdade_h madeira parabéns povo url 
t000291|c:tocontigobolsonaro_h url 
t000292|c:deusnocontrole_h escravo filho fugir gigante luta povo ter url ver virtude 
t000293|c:7desetembrobrasilcombolsonaro_h url 
t000294|c:blue_heart_e flag_brazil_e green_heart_e url white_heart_e yellow_heart_e 
t000295|c:bolsonaropresidenteate2026_h url 
t000296|c:ameaçar apoiar atitude ex expressão liberdade povo presidiário próximo segar sepulcral silêncio supremoéopovo_h terceiro url vez via 
t000297|c:bolsonaropresidenteate2026_h url 
t000298|c:flag_brazil_e url 
t000299|c:intervençãofederalcombolsonaronopoder_h url 
t000300|c:ser tarde url 
t000301|c:dia7vaisermaisgiganteainda_h url 
t000302|c:liberdadenãoseganhasetoma_h lutar ter url 
t000303|c:flag_brazil_e speaker_high_volume_e speaking_head_e sun_e url 
t000304|c:liberdadenaoseganhasetoma_h url 
t000305|c:bolsonaropresidenteate2026_h url 
t000306|c:democracia existir expressão falar intocável liberdade mau twitterhandle 
t000307|c:bolsonaropresidenteate2026_h url 
t000308|c:liberdadenãoseganhasetoma_h twitterhandle url 
t000309|c:blue_heart_e flag_brazil_e green_heart_e url white_heart_e yellow_heart_e 
t000310|c:anseio cansado congresso corrupto desmando dia força liberdade lutar povo rechear representar sentir setembro sociedade stfinimigodopovobrasileiro_h supremo tremer unir url 
t000311|c:bolha esclarecer instalar invadir liberdadeparadanielsilveira_h povo rede sair url usar 
t000312|c:cumprir expressão liberdade twitterhandle 
t000313|c:bolsonaroorgulhodobrasil_h url 
t000314|c:apoiador chegar conservadorismo diferente pensar politicar posição precedente prendar prender preso 
t000315|c:ameaçar apátrida artigo bandido botar bravata comunista constitucional decreto expulsar falar fogo hora parco passar playground presidente ser sério twitterhandle 
t000316|c:amostra cair dar eterno flag_brazil_e golpe grátis inferno liberdade loja porta prender preço querer ser soldado taí trabalhador vagabundo vigilância 
t000317|c:bandido expressão grande insatisfação ladrão liberdade mostrar mundo povo prender servir soltar twitterhandle 
t000318|c:avenida dia familia_h geração liberdade lutar paulista url 
t000319|c:datar local supremoéopovo_h url 
t000320|c:cristã_h cristão família liberdade marcha url 
t000321|c:carreata liberdade_h maio url 
t000322|c:grande liberdade manifestação paulista quemdecretaéopovo_h url 
t000323|c:8h 9h concentração deixar ditador estar fome frente governador matar pedir posto povo prefeito prédio relógio 
t000324|c:cidadão controlar decidir erradooooo essencial faltar família prefeituradecuritiba_h twitterhandle url vida vírus 
t000325|c:assinatura expressão jogo liberdade milhão passar twitterhandle url 
t000326|c:história liberdade_h precisar supremoéopovo_h twitterhandle url 
t000327|c:bom combate combater janeiro twitterhandle url 
t000328|c:paralítico prender rabo senadores_h twitterhandle 
t000329|c:boa deputado expressão liberdade medida nome peso supremoéopovo_h twitterhandle url 
t000330|c:arruinar atitude expressão liberdade mesmo supremoéopovo_h tal tentar ter twitterhandle url vergonha 
t000331|c:democracia expressão forabolsonaro_h liberdade ministro ofender url 
t000332|c:dia fechadocombolsonaro_h ir parcão url 
t000333|c:cláusula democracia esquecer expressão liberdade lista mural negro pl2630nao_h pétreo url urna vergonha 
t000334|c:agredir ameaçar contrário criar expressão fortalecer jogo liberdade mesmo país religião sociedade ver 
t000335|c:excelente flag_brazil_e folded_hands_medium light_skin_tone_e oncoming_fist_medium twitterhandle 
t000336|c:flag_brazil_e url 
t000337|c:advogado certo garantidor gde pagar preço tbem 
t000338|c:censura cidadão expressão golpe grande liberdade pensamento pl2630nao_h url 
t000339|c:agente calar censurar expressão ficar flag_brazil_e liberdade pl2630nao_h proibir querer rede saber social url 
t000340|c:agente calar expressão ficar liberdade proibir querer rede saber social 
t000341|c:comunicado gabinete twitterhandle verdadeiro ódio 
t000342|c:aceitação começar congressista conservador desejo direita economia expressão ideologia ilibar ir liberal liberdade político prática respeitado respeito resultado supremoeopovo_h url urna valor vir 
t000343|c:brazil flag_brazil_e liberdade url 
t000344|c:antidemocrático ato bem debater fingir fácil mulher nação representar tentar twitterhandle 
t000345|c:inventar mentira ridículo tempo todo trabalhar twitterhandle 
t000346|c:agressão antidemocrático ataque ato considerar crítica direita expressão imprensa intimidação liberdade ministros parecer perseguição twitterhandle violência 
t000347|c:cláusula declaração expressão instituição liberdade povo pétreo supremo supremoéopovo_h url único 
t000348|c:adiantar cercear coisa dia direito levantar twitterhandle 
t000349|c:acostumar brasileiro frente honestidade medo pai ter 
t000350|c:expressão liberdade presidente twitterhandle 
t000351|c:ação lutar mostrar robozada sistema supremoéopovo_h url 
t000352|c:censura democracia expressão liberdade viver 
t000353|c:coisa consertar deixar esquerda estrago freespeech_h limpar mesmo mundo passar patriota sujeira todo url 
t000354|c:ficar flag_brazil_e livre morrer ninguemvainoscalar_h pátria url 
t000355|c:ciar civil dizer marco supremoéopovo_h twitterhandle url 
t000356|c:artigo civil crime código descrever eleitor expressão fake grande liberdade marco pena penal povo representante supremoéopovo_h twitterhandle url 
t000357|c:censurar civil conspirar expressão grande impopular liberdade marco mãe mídia popular povo realidade representatividade social supremoéopovo_h tentativa url votação 
t000358|c:amar defeito esquerda expressão favor fundamental liberdade político santo ter url 
t000359|c:twitterhandle 
t000360|c:defender frente palácio twitterhandle url 
t000361|c:atentar cidadão direita esquerda expressão individualidade liberdade nacional segurança 
t000362|c:calar depender direito expressão fundamental ganhar garantia gastar gosto ir liberdade ocar querer supremoéopovo_h twitterhandle url vir 
t000363|c:censura ditadura supremoéopovo_h url 
t000364|c:flag_brazil_e twitterhandle 
t000365|c:democracia expressão haver liberdade povo respeitar twitterhandle vontade 
t000366|c:assunto cidadão constitucional covarde direita direito expressão hipócrita interesse ir liberdade opinar público questionar twitterhandle 
t000367|c:oorraaa passo pequeno twitterhandle 
t000368|c:brasileiro expressão flag_brazil_e liberdade unir 
t000369|c:arma bloquear expressão liberdade pagar povo rede rua sosiais tirar twitterhandle ver voto 
t000370|c:aquinaband expressão liberdade livre oncoming_fist_medium_skin_tone_e país url urle viver 
t000371|c:manifestação sosffaa_h url 
t000372|c:cagar comentar eleição esconder esquerdista limpo lutar medo povo pq twitterhandle url 
t000373|c:brazilwassloten_h caráter censura cerceamento constituição criminoso democracia exercício expressão liberdade manifestação mesmo néscio povo twitterhandle url vilipêndiado 
t000374|c:alexandredemoraesditador_h ranço unamused_face_e url 
t000375|c:calar ditador divergir expressão fazer liberdade prender quesito rabo respeitar togado twitterhandle 
t000376|c:aguentar alexandredemoraesnacadeia_h expressão liberdade mandar povo tentar tirar url 
t000377|c:agressão cabeça expressão liberdade mesmo ovo twitterhandle virar 
t000378|c:cuba expressão liberdade país virar 
t000379|c:autoritário bom democracia poder 
t000380|c:alexandredemoraesditador_h url 
t000381|c:alexandredemoraesditador_h url 
t000382|c:lula2022_h url 
t000383|c:ditadura expressão liberdade twitterhandle 
t000384|c:bolsonaroreeleito2022_h url 
t000385|c:bolsonaro2022_h url 
t000386|c:twitterhandle 
t000387|c:achar autoritário conservador decisão direito euapoioallandossantos_h expressão fundamental ignorante jogar liberdade lixo monocrático perseguição povo url ver 

t000389|c:banimento chinês ditadura expressão flag_brazil_e liberdade passo twitterhandle 
t000390|c:ameaçar ditador expressão liberdade país twitterhandle verdadeiro 
t000391|c:acordar atacar contrato ditadura interferir intervir judiciário liberdade particular pessoa vida viver 
t000392|c:twitterhandle 
t000393|c:liberdadepararobertojefferson_h url 
