t000000|c:twitterhandle direito ceifar meliante toga constituição rasgado pisar cuspir 
t000056|c:brasilwasstolem_h url 
t000057|c:flag_brazil_e url 
t000058|c:povo flag_brazil_e twitterhandle twitterhandle twitterhandle liberdadedeexpressao_h url 
t000059|c:fazoldeladrao_h url 
t000060|c:palavra presidente twitterhandle supremoeopovo_h url 
t000061|c:caminhar liberdadedeexpressao_h url 
t000062|c:primavera poeta_h versão completo url url 
t000063|c:ônibus km distância multidão crescer green_heart_e flag_brazil_e raising_hands_e url 
t000064|c:liberdade_h url 
t000065|c:twitterhandle povo incomodar cabeça ovo reta né face_with_tears_of_joy_e rolling_on_the_floor_laughing_e face_with_tears_of_joy_e face_with_tears_of_joy_e face_with_tears_of_joy_e face_with_tears_of_joy_e face_with_tears_of_joy_e sosforcasarmadas_h casa né face_with_tears_of_joy_e rolling_on_the_floor_laughing_e face_with_tears_of_joy_e face_with_tears_of_joy_e face_with_tears_of_joy_e face_with_tears_of_joy_e sentir irar sair face_with_tears_of_joy_e rolling_on_the_floor_laughing_e face_with_tears_of_joy_e rolling_on_the_floor_laughing_e face_with_tears_of_joy_e face_with_tears_of_joy_e star struck_e face_with_tears_of_joy_e 
t000066|c:twitterhandle 
t000067|c:volk_h url 
t000068|c:hora acabar absurdo decisão inconstitucional vez monocromático boa faxina acabar regalia exorbitante semideus intervencaofederal_h url 
t000069|c:censuranão_h lula motivo chacota país abestalhar desocupar votar ladrão url 
t000070|c:twitterhandle 
t000071|c:twitterhandle 
t000072|c:censuranão_h url 
t000073|c:twitterhandle fraude 
t000074|c:twitterhandle povo recuar 
t000075|c:twitterhandle povo soberano ter liberdade escolher escolher luta 
t000076|c:twitterhandle povo resolver obrigar ter tomar atitude mover 
t000077|c:twitterhandle quantum sujeira 
t000078|c:twitterhandle concordar resto blá blá blá 
t000079|c:police_car_light_e urgente deputado twitterhandle acionar noite garantir país abuso poder ministro movie_camera_e backhand_index_pointing_down_light_skin_tone_e url url 
t000080|c:supremo povo brazilwasstolen_h url 
t000081|c:pessoal continuar bloquear motivo atingir limite último dia seguir aparecer msg face_with_rolling_eyes_e deixar seguir volta supremoeopovo_h url 
t000082|c:viver lei mordaça brasileiro sair rua motivo simples perder liberdade ver sistema oprimir oq ter importante liberdade expressão flag_brazil_e flag_brazil_e sosbrasil_h url 
t000083|c:hashtag lutopelobrasil_h povo brasileiro sofrer grande golpe história assassinar democracia constituição liberdade expressão direito cidadão exercer cidadania forma democrático 
t000084|c:momento tomar tomar decisão homem chorar menino sosffaa_h url 
t000085|c:preciso gente acampar subir rampa nação comunista lulafora_h url 
t000086|c:pai céu supremoeopovo_h url 
t000087|c:censuranao_h url 
t000088|c:supremoeopovo_h url 
t000089|c:twitterhandle ver fim semana twitterhandle 
t000090|c:liberdadedeexpressao_h movimento atitude supremo dar certeza caminho certo cutucamos vespeiro cerco fechar barata agonizar grande censura conta derrubar grande revolta 
t000091|c:bandeira vermelho liberdade_h url 
t000092|c:comunismo nuestra puerta clamar libertad foralula_h url 
t000093|c:imagem gravar militar constar relatório esperar brasil_h url 
t000094|c:criança país liberdade povo brazil_h url 
t000095|c:causar resultado maneira conduzir eleiçõurltem pagar salário povo supremo supremo povo liberdade_h url 
t000096|c:twitterhandle eleger povo prol povo entender funcionário líder 
t000097|c:poder emanar povo liberdade_h url 
t000098|c:querer dizer chamar ministra gerar revolta ação ofensor chamar filha presidente mesmo nome liberdade imprensa twitterhandle parcial escolha fazer 
t000099|c:nossabandeirajamaisseravermelha_h url 
t000100|c:twitterhandle twitterhandle colega chamar presidente nazista liberdade expressão lado esquerdo ousar criticar deus supremo pq ataque instituição supremoeopovo_h url 
t000101|c:liberdade_h expressão opinião supremoeopovo_h url 
t000102|c:importante vida liberdade expressão 
t000103|c:twitterhandle 
t000104|c:tupiniquim venezualização nossabandeirajamaisseravermelha_h url 
t000105|c:unificado decisão ministro twitterhandle url url 
t000106|c:patriota irar ceder autoritarismo ministro verdadeiro supremo poder nação vossas excelência povo brasileiro exigir obediência constituição federal liberdade expressão transparência eleição supremoéopovo_h url 
t000107|c:twitterhandle vergonha país democrático liberdade expressão mínimo infeliz tentar calar opinião colega toga rasgar constituição vergonha 
t000108|c:congressonacionalcovarde_h twitterhandle povo flag_brazil_e flag_brazil_e flag_brazil_e raising_hands_e raising_hands_e raising_hands_e thumbs_up_e thumbs_up_e thumbs_up_e 
t000109|c:twitterhandle twitterhandle nível vergonha twitterhandle atualizar sucesso implorar mortadelas comparecer dar showmício carniça clown_face_e face_with_tears_of_joy_e votoimpresso_h url 
t000110|c:dia povo brasileiro capixaba sair rua defesa liberdade tirania povo pátria família liberdade supremoeopovo_h url 
t000111|c:nível vergonha twitterhandle atualizar sucesso implorar mortadelas comparecer dar showmício carniça clown_face_e face_with_tears_of_joy_e votoimpresso_h url 
t000112|c:milhão paulista compartilhem flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e url 
t000113|c:compartilhem flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e url 
t000114|c:seguir acompanhar tempo real manifestação thumbs_up_medium dark_skin_tone_e statue_of_liberty_e flag_brazil_e compartilhem flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e url 
t000115|c:compartilhem flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e url 
t000116|c:seguir thumbs_up_medium dark_skin_tone_e flag_brazil_e statue_of_liberty_e compartilhem flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e url 
t000117|c:amigo chegar flag_brazil_e presidente flexed_biceps_e flexed_biceps_e flag_brazil_e flag_brazil_e brazil_h url 
t000118|c:trabalho reconstruir nação bolsonaro2022_h url 
t000119|c:flag_brazil_e comunismoaquinão_h url 
t000120|c:flag_brazil_e caminho flag_brazil_e paulista histórico keycap_1_e keycap_0_e keycap_5_e keycap_2_e keycap_0_e keycap_2_e keycap_2_e compartilhem flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e green_heart_e yellow_heart_e flag_brazil_e url 
t000121|c:dia ir rua flag_brazil_e impeachmentjá_h 
t000122|c:flag_brazil_e right_arrow_e interessar membro mesmo supremoéopovo_h url 

t000124|c:opinião cu meritissímo ter fechadocombolsonaro_h url 
t000125|c:twitterhandle liberdade expressão flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e lembrar povo 


t000128|c:twitterhandle concursado liberdadedeopiniao_h url 
t000129|c:cambar brincar povo colocar culpa presidente culpa senado político nação dia7foigigante_h url 
t000130|c:flag_brazil_e flag_brazil_e impeachmentbolsonarojá_h url url 
t000131|c:twitterhandle dizer fechar corte dizer fechar povo pedir decisão inconstitucional abuso liberdade expressão narrativo alimentar 
t000132|c:twitterhandle dizer fechar corte qm dizer fechar povo pedir decisão inconstitucional abuso liberdade expressão narrativo alimentar 
t000133|c:twitterhandle acordo querer expressar opinião ministro desrespeitar forma repetir liberdade expressão ignorar vontade popular desrespeitoso definir formação atual corte 
t000134|c:flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e deusacimadetodos_h url 
t000135|c:flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e deusacimadetodos_h url 
t000136|c:brasileiro supremoéopovo_h url 
t000137|c:flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e deusacimadetodos_h url 
t000138|c:twitterhandle twitterhandle precisar parar porra 
t000139|c:supremoeopovo_h url 
t000140|c:bom dia patriota ter jeito mudança ver folded_hands_e smiling_face_with_sunglasses_e backhand_index_pointing_right_e backhand_index_pointing_right_e flag_brazil_e bolsonaroorgulhodobrasil_h url 
t000141|c:dia setembro ter victory_hand_e flag_brazil_e flag_brazil_e flag_brazil_e deus_h url 
t000142|c:parecer entender recado democracia_h url 

t000144|c:achar manifestação democrático manter menos respeito opinião alheio 
t000145|c:twitterhandle conseguir cela galera todo votoimpressoauditavelcomcontagempublica_h url 
t000146|c:manifestar vontade bolsonaro2022_h url 
t000147|c:twitterhandle twitterhandle raiar liberdade horizonte supremoeopovo_h url 
t000148|c:twitterhandle twitterhandle raiar liberdade horizonte bolsonaroorgulhodobrasil_h url 
t000149|c:twitterhandle raiar liberdade horizonte bolsonaroorgulhodobrasil_h url 
t000150|c:democracia= governo povo exercer soberania fala movimento antidemocrático fazer respeitar vontade maioria povo flag_brazil_e smiling_face_with_sunglasses_e backhand_index_pointing_right_light_skin_tone_e backhand_index_pointing_right_light_skin_tone_e 
t000151|c:ver filho fugir luta flag_brazil_e supremoeopovo_h url 
t000152|c:restabelecimento democracia liberdade expressão url 
t000153|c:gigante grande manifestação participar paulista flag_brazil_e flag_brazil_e url 
t000154|c:dia ficar história país flag_brazil_e 
t000155|c:euautorizopresidente_h url 
t000156|c:ver twitterhandle pertinho legal liberdade_h url 
t000157|c:povo lindo supremoéopovo_h url 
t000158|c:comunista url 
t000159|c:supremoeopovo_h url 
t000160|c:povo supremoéopovo_h url 
t000161|c:setembro lotar twitterhandle liberdade_h url 
t000162|c:liberdade_h url 
t000163|c:gigante liberdade supremo povo folded_hands_light_skin_tone_e flag_brazil_e deusacimadetodos_h url 
t000164|c:liberdade avpaulista_h url 
t000165|c:lindo flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e liberdade_h url 
t000166|c:natalrn_h url 
t000167|c:setembro chapada população comerciante produtor rural sair carreata prol goiás_h url 
t000168|c:dia ficar história país oncoming_fist_medium dark_skin_tone_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e moraescabeçadeovo_h url 
t000169|c:chapada setembro comerciante produtor rural população realizar carreata prol brasil_h url 
t000170|c:twitterhandle twitterhandle twitterhandle twitterhandle twitterhandle twitterhandle 
t000171|c:povo liberdade flag_brazil_e paulista_h url 
t000172|c:presidente convocar reunião quarta feira questão relevante estabilidade instituição democrático flag_brazil_e flag_brazil_e url 
t000173|c:twitterhandle dizer dia condizer ideologia pensamento prender julgamento defesa 
t000174|c:liberdade expressão democracia lutar termos vóz país flag_brazil_e muriaé url 
t000175|c:twitterhandle choro livre órfão dinheiro público levar número brasileiro rua luta levar 
t000176|c:twitterhandle 
t000177|c:twitterhandle ficar casa economia gente ver hipocrisia apresentador parar trabalhar dia vir papinho caro saber passar informação imparcial bom fazer fofoca 
t000178|c:liberdade_h url 
t000179|c:liberdade_h url 
t000180|c:raiar liberdade horizonte dia7vaisergigantesco_h url 
t000181|c:twitterhandle twitterhandle flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e liberdade expressão povo ditadura esquerda flag_brazil_e flag_brazil_e flag_brazil_e flexed_biceps_light_skin_tone_e flexed_biceps_light_skin_tone_e flexed_biceps_light_skin_tone_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e 
t000182|c:twitterhandle twitterhandle twitterhandle twitterhandle twitterhandle liberdadedeexpressao_h url 
t000183|c:povo brasileiro gesto claro abrir mão liberdade apoio presidente handshake_e light_skin_tone_e flag_brazil_e supremoéopovo_h url 
t000184|c:liberdade_h url 
t000185|c:liberdade_h url 
t000186|c:liberdade expressão deixar falar filha stfvergonhanacional_h url 
t000187|c:setembro liberdade_h url 
t000188|c:brasilia_h url 
t000189|c:brasilia_h merdinha enganar caminhoneiro votar voto imprimir auditável url 
t000190|c:liberdade_h url 
t000191|c:obrasilénosso_h url url 
t000192|c:twitterhandle antidemocrático bandido montar emissora mentiroso produtor falir 
t000193|c:globolixo_h brasilia_h url 
t000194|c:twitterhandle dizer pagar ouvir falar né 
t000195|c:twitterhandle contar achar brochinho che guevara antifascista contar produtor 
t000196|c:twitterhandle supremoeopovo_h liberdade expressão 
t000197|c:twitterhandle twitterhandle grito green_heart_e yellow_heart_e green_heart_e yellow_heart_e green_heart_e yellow_heart_e green_heart_e yellow_heart_e 
t000198|c:twitter bloquear independência ter lutar liberdade 
t000199|c:twitterhandle twitterhandle twitterhandle grito 
t000200|c:globolixo_h jornalismo mentira 
t000201|c:gigante flag_brazil_e green_heart_e yellow_heart_e 
t000202|c:liberdade dia07vaisergigantesco_h url 
t000203|c:twitterhandle ir caminho momento flag_brazil_e flag_brazil_e flag_brazil_e heart_suit_e heart_suit_e heart_suit_e 
t000204|c:twitterhandle lindo abençõe 
t000205|c:twitterhandle twitterhandle coisa mentiroso geração querer liberdade democracia querer tipo ditadura proletariado luta campesino ciar vencer seram novo 
t000206|c:família liberdade url 
t000207|c:twitterhandle twitterhandle abrir olho entendimento coração bom folded_hands_medium light_skin_tone_e raising_hands_medium light_skin_tone_e direita querer respeito liberdade expressão justiça liberdade flag_brazil_e heart_suit_e 
t000208|c:bolsonaro_h url 
t000209|c:lado lutar bom liberdade_h url 
t000210|c:yellow_heart_e green_heart_e yellow_heart_e green_heart_e grito liberdade paz querer fervor guerra causa dor pátria amar dia ultrajar lutar temor hashtag supremoeopovo_h 
t000211|c:twitterhandle twitterhandle twitterhandle quantum gente ânimo face_with_tears_of_joy_e face_with_tears_of_joy_e face_with_tears_of_joy_e maioria esmagador patriota pró governo saber direita querer respeito liberdade expressão justiça liberdade flag_brazil_e heart_suit_e 
t000212|c:lutar liberdade expressão chegar ditadura toga democracia flag_brazil_e patriota oncoming_fist_e impeachmentalexandredemoraes_h url 
t000213|c:supremoeopovo_h url 

t000215|c:lutar liberdade freedom luchamos libertad lottiamo libertà 
t000216|c:twitterhandle governo ter maioria esmagador patriota pró governo saber direita querer respeito liberdade expressão justiça liberdade flag_brazil_e heart_suit_e 
t000217|c:twitterhandle twitterhandle twitterhandle twitterhandle twitterhandle twitterhandle twitterhandle twitterhandle expressao denunciar 
t000218|c:expressão flag_brazil_e flag_brazil_e flag_brazil_e ditadura judiciário flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e saneamentodasinstituicoes_h url 
t000219|c:ficar casa economia gente ver vcs falar acordar povo liberdade fé família abençoar raising_hands_e flag_brazil_e 
t000220|c:twitterhandle claro né vcs mandar povo ficar casa esquecer acordar povo liberdade fé família abençoar raising_hands_e flag_brazil_e 
t000221|c:libertar nação enorme supremoéopovo_h fortaleza 
t000222|c:começar fredoom freedomofspeech_h url 
t000223|c:falar setembro pátrio idolatrar liberdade supremoéanossaliberdade_h url 

t000225|c:twitterhandle twitterhandle twitterhandle inveja cara impressionante admitir pessoa trabalhar gastar convir caso pessoa lutar país bom 
t000226|c:twitterhandle matéria tendencioso rua família patriota valmos valorizar independência liberdade bandeira dia07vaisergigantesco_h independência liberdade expressao url 
t000227|c:supremoeopovo_h lutar país flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e 
t000228|c:setembro proclamar independência independência liberdadeparaopovopreto_h url 
t000229|c:twitterhandle 
t000230|c:supremo povo ver filho fugir luta liberdade expressão lei justo ministro legislador liberdade twitterhandle preso político supremoeopovo_h url 
t000231|c:supremoéopovo_h url 
t000232|c:twitterhandle 
t000233|c:twitterhandle 
t000234|c:chuva santo acordado apreensivo sonhar dia independência 
t000235|c:twitterhandle twitterhandle esquerdista quebrar colocar fogo desrespeitar igreja né direita querer respeito liberdade expressão justiça liberdade flag_brazil_e heart_suit_e 

t000237|c:twitterhandle twitterhandle povo trabalhador querer fechar querer livrar comunista 
t000238|c:twitterhandle povo brasileiro esquerdista quebrar colocar fogo né direita querer respeito liberdade expressão justiça liberdade flag_brazil_e heart_suit_e 
t000239|c:pouting_face_e papo sério perder precioso liberdade downwards_button_e downwards_button_e downwards_button_e downwards_button_e downwards_button_e downwards_button_e downwards_button_e downwards_button_e setembro dia novo independência participar thumbs_up_e url 
t000240|c:liberdadedeexpressao_h twitterhandle twitterhandle twitterhandle 
t000241|c:twitterhandle twitterhandle limite militância cego escrúpulo contentar distorcer notícia publicar mentira pequeno vergonha 
t000242|c:acordar madrugada verde amarelo animar reclamar téurl pagar salário cambar povo descobrir força ter ditador criar url 
t000243|c:twitterhandle twitterhandle viver brasil_h url 
t000244|c:cruzada patriótico flag_brazil_e flag_brazil_e flag_brazil_e supremoéopovo_h url 
t000245|c:liberdade expressão foracorno_h careca começar ta povo família pátria bolsonaroreeleito2022_h url 
t000246|c:liberdade pensamento consagrar artigo dispor livre manifestação pensamento vedar anonimato 
t000247|c:brasileiro dormir kkkk ansioso histórico 
t000248|c:dormir ter compromisso hora bom viagem luta dia7vaisergigantesco_h url 
t000249|c:libertad_h url 
t000250|c:direito liberdade expressão rua 
t000251|c:flag_brazil_e mainstream media this crowd robots trucks arar just transformers supremoéopovo_h url 
t000252|c:começar independente posição bom ver opinar 

t000254|c:liberdade_h url 
t000255|c:rua bom flag_brazil_e 
t000256|c:twitterhandle explanar ministério povo invadir propriedade legitimar entrar invadir rua povo prédio público 
t000257|c:supremoéopovo_h url 
t000258|c:dia07euvou_h url 
t000259|c:ir luta liberdade dar grito folded_hands_light_skin_tone_e flag_brazil_e deusacimadetodos_h url 
t000260|c:família unir liberdade contigo capitão twitterhandle supremoéopovo_h url 
t000261|c:liberdade_h url 
t000262|c:liberdadedeexpressao_h url 
t000263|c:twitterhandle liberdade expressão flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e 
t000264|c:twitterhandle liberdade expressão flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e flag_brazil_e 
t000265|c:liberdade_h url 
t000266|c:governo defender pátria povo liberdade futoro nação ter vergonha político corrupto 
t000267|c:liberdade supremoeopovo_h url 
t000268|c:twitterhandle twitterhandle votar senador querer sen twitterhandle responder aprovar último ação twitterhandle dizer respeito expressão 
t000269|c:ditador liberdade_h url 
t000270|c:liberdade_h url 
t000271|c:misterioso caso ministro onipresente ausente denunciar liberdade expressão brasileiro valer onipotência faltar tornar deus semideus 
t000272|c:folded_hands_light_skin_tone_e flag_brazil_e deusacimadetodos_h url 
t000273|c:twitterhandle falar povo concerteza comentar bar salão reunião família liberdade_h url 
t000274|c:misterioso caso ministro onipresente ausente denunciar liberdade expressão brasileiro valer onipotência faltar tornar deus semideus 
t000275|c:covarde ficar história silêncio arbitrariedade vir relação liberdade expressão povo esquecer supremoéopovo_h url url 
t000276|c:pátria família dia manifestar dia bom ficar casa manifestação fim 
t000277|c:folded_hands_light_skin_tone_e flag_brazil_e deusacimadetodos_h url 
t000278|c:flag_brazil_e deusacimadetodos_h url 
t000279|c:monge redentorista mandar recado presidente twitterhandle oração folded_hands_light_skin_tone_e flag_brazil_e deusacimadetodos_h url 
t000280|c:esquerda liberdade_h url 
t000281|c:flag_brazil_e right_arrow_e dia7vaisergigante_h url 
t000282|c:trovão pedir apoio contar dia supremoéopovo_h url 
t000283|c:nossapatria_h url 

t000285|c:ficha cair perceber ato integrante twitterhandle ataque frontal liberdade_h url 
t000286|c:twitterhandle agressão covarde liberdade opinião liberdade imprensa tolerar povo brasileiro 
t000287|c:presidente twitterhandle folded_hands_light_skin_tone_e flag_brazil_e deusacimadetodos_h url 
t000288|c:twitterhandle twitterhandle supremoéopovo_h url 
t000289|c:ficar firme seguir lutar pelejará bom combate comentar comentário valer url 
t000290|c:povo parabéns cbi madeira iniciativa liberdade_h url 
t000291|c:tocontigobolsonaro_h url 
t000292|c:povo ter virtude escravo ver filho fugir luta gigante deusnocontrole_h url 
t000293|c:7desetembrobrasilcombolsonaro_h url 
t000294|c:url flag_brazil_e yellow_heart_e green_heart_e blue_heart_e white_heart_e flag_brazil_e 
t000295|c:bolsonaropresidenteate2026_h url 
t000296|c:ex presidiário ameaçar vez liberdade expressão povo terceiro via segar silêncio sepulcral apoiar atitude próximo supremoéopovo_h url 
t000297|c:bolsonaropresidenteate2026_h url 
t000298|c:flag_brazil_e flag_brazil_e url 
t000299|c:intervençãofederalcombolsonaronopoder_h url 
t000300|c:tarde url 
t000301|c:dia7vaisermaisgiganteainda_h url 
t000302|c:ter lutar liberdadenãoseganhasetoma_h url 
t000303|c:flag_brazil_e speaking_head_e speaker_high_volume_e flag_brazil_e sun_e url 
t000304|c:liberdadenaoseganhasetoma_h url 
t000305|c:bolsonaropresidenteate2026_h url 
t000306|c:twitterhandle falar mau intocável twitterhandle liberdade expressão existir democracia 
t000307|c:bolsonaropresidenteate2026_h url 
t000308|c:twitterhandle twitterhandle liberdadenãoseganhasetoma_h url 
t000309|c:flag_brazil_e yellow_heart_e green_heart_e white_heart_e blue_heart_e flag_brazil_e url 
t000310|c:dia setembro tremer sentir força povo unir lutar liberdade cansado desmando supremo congresso rechear corrupto representar anseio sociedade stfinimigodopovobrasileiro_h url 
t000311|c:sair bolha invadir instalar esclarecer povo usar rede liberdadeparadanielsilveira_h url 
t000312|c:twitterhandle twitterhandle twitterhandle cumprir liberdade expressão 
t000313|c:bolsonaroorgulhodobrasil_h url 
t000314|c:prendar apoiador conservadorismo precedente apoiador posição politicar prender chegar preso pensar diferente 
t000315|c:twitterhandle passar hora botar fogo playground expulsar parco bandido apátrida comunista decreto artigo constitucional presidente falar sério ameaçar bravata 
t000316|c:porta loja soldado trabalhador prender vagabundo amostra grátis inferno dar golpe taí cair querer preço liberdade eterno vigilância flag_brazil_e flag_brazil_e flag_brazil_e 
t000317|c:twitterhandle povo mostrar insatisfação servir soltar bandido prender liberdade expressão soltar grande ladrão mundo 
t000318|c:lutar liberdade geração avenida paulista dia familia_h url 
t000319|c:datar local supremoéopovo_h url 
t000320|c:marcha família cristão liberdade cristã_h url 
t000321|c:carreata maio liberdade_h url 
t000322|c:grande manifestação liberdade paulista quemdecretaéopovo_h url 
t000323|c:concentração frente prédio relógio 8h 9h posto pedir governador deixar prefeito ditador matar povo fome 
t000324|c:faltar twitterhandle decidir essencial vida cidadão família controlar vírus erradooooo prefeituradecuritiba_h url 
t000325|c:liberdade expressão jogo passar milhão assinatura twitterhandle twitterhandle url 
t000326|c:história precisar liberdade_h twitterhandle twitterhandle twitterhandle twitterhandle twitterhandle twitterhandle twitterhandle twitterhandle supremoéopovo_h url 
t000327|c:combater bom combate twitterhandle janeiro url 
t000328|c:twitterhandle senadores_h paralítico rabo prender 
t000329|c:boa deputado twitterhandle twitterhandle liberdade expressão peso medida nome supremoéopovo_h url 
t000330|c:tal twitterhandle ter vergonha mesmo ter ter atitude tentar arruinar liberdade expressão supremoéopovo_h url 
t000331|c:ofender democracia ministro liberdade expressão forabolsonaro_h url 
